T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T [°C],H [%]
36598, 533, -337, 776, -2800, -11690, 7840, -153, 414, -687, 993.93, 24.48, 100.0
36602, 534, -340, 776, -2800, -11690, 7840, -153, 414, -687, 993.93, 24.48, 100.0
36614, 539, -357, 769, -5250, -13580, 5600, -153, 414, -687, 993.90, 24.50, 100.0
36618, 548, -369, 771, -5250, -13580, 5600, -151, 423, -681, 993.90, 24.50, 100.0
36622, 556, -386, 771, -5250, -13580, 5600, -151, 423, -681, 993.90, 24.50, 100.0
36634, 567, -404, 771, -7560, -15120, 3500, -151, 423, -681, 993.95, 24.50, 100.0
36638, 568, -406, 770, -7560, -15120, 3500, -156, 420, -690, 993.95, 24.50, 100.0
36642, 569, -407, 771, -7560, -15120, 3500, -156, 420, -690, 993.95, 24.50, 100.0
36654, 576, -418, 772, -8260, -15890, 2800, -156, 420, -690, 993.89, 24.50, 100.0
36658, 567, -412, 775, -8260, -15890, 2800, -139, 409, -681, 993.89, 24.50, 100.0
36662, 572, -413, 772, -6860, -15260, 3570, -139, 409, -681, 993.89, 24.50, 100.0
36674, 562, -399, 771, -6860, -15260, 3570, -139, 409, -681, 993.87, 24.50, 100.0
36678, 561, -395, 771, -6860, -15260, 3570, -148, 415, -673, 993.87, 24.50, 100.0
36682, 554, -385, 769, -5110, -14490, 5110, -148, 415, -673, 993.87, 24.50, 100.0
36694, 556, -383, 764, -5110, -14490, 5110, -148, 415, -673, 993.91, 24.52, 100.0
36698, 555, -384, 761, -5110, -14490, 5110, -153, 414, -676, 993.91, 24.52, 100.0
36702, 555, -382, 757, -4340, -14420, 6580, -153, 414, -676, 993.91, 24.52, 100.0
36714, 561, -385, 758, -4340, -14420, 6580, -153, 414, -676, 993.92, 24.52, 100.0
36718, 565, -390, 755, -4340, -14420, 6580, -142, 415, -679, 993.92, 24.52, 100.0
36722, 561, -392, 755, -4130, -14280, 7350, -142, 415, -679, 993.92, 24.52, 100.0
36734, 561, -395, 749, -4130, -14280, 7350, -139, 408, -678, 993.94, 24.52, 100.0
36738, 557, -392, 746, -3640, -13370, 6860, -139, 408, -678, 993.94, 24.52, 100.0
36742, 555, -391, 744, -3640, -13370, 6860, -139, 408, -678, 993.94, 24.52, 100.0
36754, 558, -387, 744, -3640, -13370, 6860, -138, 412, -670, 993.98, 24.52, 100.0
36758, 557, -385, 744, -3220, -12530, 5460, -138, 412, -670, 993.98, 24.52, 100.0
36762, 558, -382, 742, -3220, -12530, 5460, -138, 412, -670, 993.98, 24.52, 100.0
36774, 580, -398, 741, -3220, -12530, 5460, -133, 411, -673, 993.98, 24.46, 100.0
36778, 573, -397, 737, -3780, -12810, 4760, -133, 411, -673, 993.98, 24.46, 100.0
36782, 564, -395, 739, -3780, -12810, 4760, -133, 411, -673, 993.98, 24.46, 100.0
36794, 584, -399, 735, -3780, -12810, 4760, -138, 417, -661, 994.01, 24.46, 100.0
36798, 583, -399, 733, -4200, -12460, 5810, -138, 417, -661, 994.01, 24.46, 100.0
36802, 585, -397, 737, -4200, -12460, 5810, -138, 417, -661, 994.01, 24.46, 100.0
36814, 582, -393, 735, -3850, -11200, 5670, -136, 405, -661, 993.97, 24.46, 100.0
36818, 581, -392, 735, -3850, -11200, 5670, -136, 405, -661, 993.97, 24.46, 100.0
36822, 584, -391, 732, -3850, -11200, 5670, -136, 405, -661, 993.97, 24.46, 100.0
36834, 582, -388, 730, -3710, -9660, 6440, -138, 411, -660, 993.94, 24.46, 100.0
36838, 576, -386, 731, -3710, -9660, 6440, -138, 411, -660, 993.94, 24.46, 100.0
36842, 573, -385, 732, -3710, -9660, 6440, -138, 411, -660, 993.94, 24.46, 100.0
36854, 561, -402, 732, -4270, -7910, 6930, -130, 414, -664, 993.92, 24.48, 100.0
36858, 549, -405, 735, -4270, -7910, 6930, -130, 414, -664, 993.92, 24.48, 100.0
36862, 547, -414, 732, -4270, -7910, 6930, -130, 414, -664, 993.92, 24.48, 100.0
36874, 538, -438, 740, -5460, -6580, 7770, -135, 402, -655, 993.97, 24.48, 100.0
36878, 532, -438, 745, -5460, -6580, 7770, -135, 402, -655, 993.97, 24.48, 100.0
36882, 535, -441, 746, -5460, -6580, 7770, -135, 402, -655, 993.97, 24.48, 100.0
36894, 547, -441, 749, -4830, -6580, 10710, -135, 415, -661, 993.94, 24.48, 100.0
36898, 544, -434, 755, -4830, -6580, 10710, -135, 415, -661, 993.94, 24.48, 100.0
36902, 535, -424, 753, -4830, -6580, 10710, -135, 415, -661, 993.94, 24.48, 100.0
36914, 551, -435, 751, -3010, -7070, 14000, -120, 414, -654, 994.00, 24.48, 100.0
36918, 548, -430, 749, -3010, -7070, 14000, -120, 414, -654, 994.00, 24.48, 100.0
36922, 532, -408, 743, -3010, -7070, 14000, -120, 414, -654, 994.00, 24.48, 100.0
36934, 543, -404, 736, -2520, -7490, 16590, -124, 421, -658, 993.99, 24.52, 100.0
36938, 548, -402, 734, -2520, -7490, 16590, -124, 421, -658, 993.99, 24.52, 100.0
36942, 558, -408, 731, -2520, -7490, 16590, -124, 421, -658, 993.99, 24.52, 100.0
36954, 582, -416, 725, -3430, -8960, 14210, -109, 417, -654, 993.98, 24.52, 100.0
36958, 591, -414, 723, -3430, -8960, 14210, -109, 417, -654, 993.98, 24.52, 100.0
36962, 597, -410, 721, -3430, -8960, 14210, -109, 417, -654, 993.98, 24.52, 100.0
36974, 608, -394, 715, -4760, -11760, 8190, -121, 415, -661, 993.95, 24.52, 100.0
36978, 609, -388, 714, -4760, -11760, 8190, -121, 415, -661, 993.95, 24.52, 100.0
36982, 610, -384, 713, -4760, -11760, 8190, -121, 415, -661, 993.95, 24.52, 100.0
36994, 593, -382, 712, -4480, -13160, 2100, -118, 408, -646, 993.94, 24.52, 100.0
36998, 591, -377, 712, -4480, -13160, 2100, -118, 408, -646, 993.94, 24.52, 100.0
37002, 587, -373, 713, -4480, -13160, 2100, -118, 408, -646, 993.94, 24.50, 100.0
37014, 578, -354, 705, -4900, -12600, 210, -120, 408, -655, 993.96, 24.50, 100.0
37018, 578, -353, 704, -4900, -12600, 210, -120, 408, -655, 993.96, 24.50, 100.0
37022, 579, -352, 704, -4900, -12600, 210, -120, 408, -655, 993.96, 24.50, 100.0
37034, 583, -355, 708, -6720, -12320, 2240, -112, 414, -648, 993.96, 24.50, 100.0
37038, 582, -355, 704, -6720, -12320, 2240, -112, 414, -648, 993.96, 24.50, 100.0
37042, 594, -363, 706, -10850, -12180, 4970, -112, 414, -648, 993.96, 24.50, 100.0
37054, 596, -382, 701, -10850, -12180, 4970, -121, 412, -645, 993.98, 24.50, 100.0
37058, 597, -393, 695, -10850, -12180, 4970, -121, 412, -645, 993.98, 24.50, 100.0
37062, 582, -400, 713, -15470, -10710, 6370, -121, 412, -645, 993.98, 24.50, 100.0
37074, 586, -416, 701, -15470, -10710, 6370, -109, 409, -642, 993.93, 24.50, 100.0
37078, 583, -428, 703, -15470, -10710, 6370, -109, 409, -642, 993.93, 24.50, 100.0
37082, 581, -436, 702, -19110, -7910, 6720, -109, 409, -642, 993.93, 24.50, 100.0
37094, 576, -463, 703, -19110, -7910, 6720, -106, 406, -630, 993.95, 24.50, 100.0
37098, 577, -467, 703, -19110, -7910, 6720, -106, 406, -630, 993.95, 24.50, 100.0
37102, 577, -477, 702, -20930, -6160, 5740, -106, 406, -630, 993.95, 24.50, 100.0
37114, 571, -477, 697, -20930, -6160, 5740, -109, 408, -637, 993.93, 24.50, 100.0
37118, 578, -485, 699, -20440, -6160, 4690, -109, 408, -637, 993.93, 24.50, 100.0
37122, 585, -489, 699, -20440, -6160, 4690, -109, 408, -637, 993.93, 24.50, 100.0
37134, 598, -487, 695, -20440, -6160, 4690, -106, 412, -637, 993.94, 24.50, 100.0
37138, 599, -488, 694, -18410, -6790, 4340, -106, 412, -637, 993.94, 24.50, 100.0
37142, 605, -490, 694, -18410, -6790, 4340, -99, 411, -630, 993.94, 24.50, 100.0
37154, 610, -493, 694, -18410, -6790, 4340, -99, 411, -630, 993.94, 24.50, 100.0
37158, 613, -494, 695, -16800, -7350, 3780, -99, 411, -630, 993.94, 24.52, 100.0
37162, 615, -496, 697, -16800, -7350, 3780, -103, 411, -633, 993.94, 24.52, 100.0
37174, 615, -497, 695, -16800, -7560, 2940, -103, 411, -633, 993.90, 24.52, 100.0
37178, 617, -500, 695, -16030, -7560, 2940, -103, 411, -633, 993.90, 24.52, 100.0
37182, 623, -510, 699, -16030, -7560, 2940, -99, 405, -627, 993.90, 24.52, 100.0
37194, 610, -522, 697, -15470, -7490, 2310, -99, 405, -627, 993.92, 24.52, 100.0
37198, 611, -526, 694, -15470, -7490, 2310, -99, 405, -627, 993.92, 24.52, 100.0
37202, 610, -526, 693, -15470, -7490, 2310, -91, 417, -622, 993.92, 24.52, 100.0
37214, 599, -514, 686, -14070, -6370, 2100, -91, 417, -622, 993.93, 24.52, 100.0
37218, 577, -490, 683, -14070, -6370, 2100, -91, 417, -622, 993.93, 24.52, 100.0
37222, 568, -489, 681, -14070, -6370, 2100, -96, 400, -625, 993.93, 24.52, 100.0
37234, 584, -511, 675, -12530, -4900, 2100, -96, 400, -625, 993.90, 24.52, 100.0
37238, 580, -507, 673, -12530, -4900, 2100, -96, 400, -625, 993.90, 24.54, 100.0
37242, 586, -510, 677, -12530, -4900, 2100, -100, 412, -616, 993.90, 24.54, 100.0
37254, 557, -471, 676, -12180, -3570, 3080, -100, 412, -616, 993.86, 24.54, 100.0
37258, 562, -465, 672, -12180, -3570, 3080, -100, 412, -616, 993.86, 24.54, 100.0
37262, 560, -462, 675, -12180, -3570, 3080, -85, 412, -613, 993.86, 24.54, 100.0
37274, 574, -469, 676, -12040, -2940, 2520, -85, 412, -613, 993.89, 24.54, 100.0
37278, 571, -457, 670, -12040, -2940, 2520, -93, 406, -609, 993.89, 24.54, 100.0
37282, 572, -470, 635, -12040, -2940, 2520, -93, 406, -609, 993.89, 24.54, 100.0
37294, 674, -593, 734, -15120, -4620, 1750, -93, 406, -609, 993.85, 24.54, 100.0
37298, 831, -770, 661, -15120, -4620, 1750, -84, 409, -609, 993.85, 24.54, 100.0
37302, 626, -643, 629, -15120, -4620, 1750, -84, 409, -609, 993.85, 24.54, 100.0
37314, 647, -654, 647, -30940, -13720, 7070, -84, 409, -609, 993.87, 24.52, 100.0
37318, 647, -666, 651, -30940, -13720, 7070, -87, 417, -597, 993.87, 24.52, 100.0
37322, 660, -698, 663, -30940, -13720, 7070, -87, 417, -597, 993.87, 24.52, 100.0
37334, 656, -693, 662, -29470, -14000, 9520, -87, 417, -597, 993.86, 24.52, 100.0
37338, 665, -689, 661, -29470, -14000, 9520, -78, 414, -601, 993.86, 24.52, 100.0
37342, 664, -682, 663, -29470, -14000, 9520, -78, 414, -601, 993.86, 24.52, 100.0
37354, 662, -643, 683, -20440, -10710, 11130, -78, 414, -601, 993.88, 24.52, 100.0
37358, 649, -621, 693, -20440, -10710, 11130, -64, 412, -600, 993.88, 24.52, 100.0
37362, 642, -599, 704, -20440, -10710, 11130, -64, 412, -600, 993.88, 24.52, 100.0
37374, 625, -540, 708, -12670, -6930, 10640, -64, 412, -600, 993.88, 24.52, 100.0
37378, 629, -520, 703, -12670, -6930, 10640, -76, 412, -595, 993.88, 24.52, 100.0
37382, 633, -510, 702, -12670, -6930, 10640, -76, 412, -595, 993.88, 24.52, 100.0
37394, 633, -450, 688, -5880, -3990, 6930, -76, 412, -595, 993.88, 24.50, 100.0
37398, 619, -424, 680, -5880, -3990, 6930, -67, 421, -604, 993.88, 24.50, 100.0
37402, 598, -407, 663, -910, -1820, 1330, -67, 421, -604, 993.88, 24.50, 100.0
37414, 551, -390, 624, -910, -1820, 1330, -69, 414, -601, 993.89, 24.50, 100.0
37418, 544, -403, 624, -910, -1820, 1330, -69, 414, -601, 993.89, 24.50, 100.0
37422, 531, -437, 619, -700, 2520, -7910, -69, 414, -601, 993.89, 24.50, 100.0
37434, 501, -500, 609, -700, 2520, -7910, -73, 423, -591, 993.89, 24.50, 100.0
37438, 495, -529, 610, -700, 2520, -7910, -73, 423, -591, 993.89, 24.50, 100.0
37442, 495, -541, 612, -5880, 3010, -14980, -73, 423, -591, 993.89, 24.50, 100.0
37454, 516, -588, 620, -5880, 3010, -14980, -75, 415, -600, 993.93, 24.50, 100.0
37458, 527, -588, 626, -5880, 3010, -14980, -75, 415, -600, 993.93, 24.50, 100.0
37462, 541, -587, 626, -6860, -770, -14980, -75, 415, -600, 993.93, 24.50, 100.0
37474, 560, -566, 632, -6860, -770, -14980, -75, 408, -594, 993.89, 24.50, 100.0
37478, 562, -552, 634, -2730, -3780, -9380, -75, 408, -594, 993.89, 24.50, 100.0
37482, 561, -549, 633, -2730, -3780, -9380, -75, 408, -594, 993.89, 24.50, 100.0
37494, 550, -526, 639, -2730, -3780, -9380, -81, 409, -601, 993.85, 24.50, 100.0
37498, 542, -517, 638, 700, -1960, -3360, -81, 409, -601, 993.85, 24.50, 100.0
37502, 537, -518, 640, 700, -1960, -3360, -81, 409, -601, 993.85, 24.50, 100.0
37514, 526, -522, 636, 700, -1960, -3360, -78, 406, -589, 993.94, 24.50, 100.0
37518, 519, -524, 635, 630, 840, 560, -78, 406, -589, 993.94, 24.50, 100.0
37522, 518, -528, 634, 630, 840, 560, -78, 406, -589, 993.94, 24.50, 100.0
37534, 507, -534, 633, 630, 840, 560, -78, 411, -594, 993.96, 24.50, 100.0
37538, 504, -543, 634, -70, 1960, 630, -78, 411, -594, 993.96, 24.50, 100.0
37542, 501, -551, 632, -70, 1960, 630, -78, 411, -594, 993.96, 24.50, 100.0
37554, 512, -542, 635, 280, 630, -1050, -73, 423, -594, 993.89, 24.52, 100.0
37558, 515, -539, 633, 280, 630, -1050, -73, 423, -594, 993.89, 24.52, 100.0
37562, 519, -531, 631, 280, 630, -1050, -73, 423, -594, 993.89, 24.52, 100.0
37574, 529, -502, 624, 1610, -2800, -3920, -76, 424, -585, 993.92, 24.52, 100.0
37578, 535, -495, 622, 1610, -2800, -3920, -76, 424, -585, 993.92, 24.52, 100.0
37582, 553, -494, 625, 1610, -2800, -3920, -76, 424, -585, 993.92, 24.52, 100.0
37594, 597, -501, 619, 1050, -7000, -7700, -75, 418, -592, 993.97, 24.52, 100.0
37598, 605, -502, 616, 1050, -7000, -7700, -75, 418, -592, 993.97, 24.52, 100.0
37602, 613, -510, 613, 1050, -7000, -7700, -75, 418, -592, 993.97, 24.52, 100.0
37614, 642, -534, 618, -1050, -9940, -10640, -72, 399, -586, 993.92, 24.52, 100.0
37618, 650, -549, 617, -1050, -9940, -10640, -72, 399, -586, 993.92, 24.52, 100.0
37622, 655, -556, 617, -1050, -9940, -10640, -72, 399, -586, 993.92, 24.52, 100.0
37634, 665, -568, 617, -1330, -8610, -10710, -73, 409, -597, 993.91, 24.52, 100.0
37638, 664, -563, 619, -1330, -8610, -10710, -73, 409, -597, 993.91, 24.52, 100.0
37642, 663, -562, 622, -1330, -8610, -10710, -73, 409, -597, 993.91, 24.52, 100.0
37654, 660, -574, 630, 490, -4480, -10290, -79, 412, -588, 993.94, 24.52, 100.0
37658, 671, -594, 627, 490, -4480, -10290, -79, 412, -588, 993.94, 24.52, 100.0
37662, 665, -599, 631, 490, -4480, -10290, -79, 412, -588, 993.94, 24.52, 100.0
37674, 639, -607, 633, 1540, 140, -10150, -70, 399, -586, 993.92, 24.52, 100.0
37678, 625, -596, 634, 1540, 140, -10150, -70, 399, -586, 993.92, 24.52, 100.0
37682, 618, -585, 634, 1540, 140, -10150, -70, 399, -586, 993.92, 24.52, 100.0
37694, 604, -563, 630, 2800, 3780, -8680, -76, 397, -585, 993.94, 24.52, 100.0
37698, 607, -561, 630, 2800, 3780, -8680, -76, 397, -585, 993.94, 24.52, 100.0
37702, 606, -560, 631, 2800, 3780, -8680, -76, 397, -585, 993.94, 24.52, 100.0
37714, 602, -567, 629, 4130, 4830, -9730, -78, 399, -585, 993.91, 24.52, 100.0
37718, 590, -563, 629, 4130, 4830, -9730, -78, 399, -585, 993.91, 24.52, 100.0
37722, 575, -551, 628, 4130, 4830, -9730, -78, 399, -585, 993.91, 24.52, 100.0
37734, 572, -533, 631, 4340, 4760, -10780, -84, 406, -601, 993.88, 24.52, 100.0
37738, 571, -533, 631, 4340, 4760, -10780, -84, 406, -601, 993.88, 24.52, 100.0
37742, 567, -527, 628, 4340, 4760, -10780, -84, 406, -601, 993.88, 24.52, 100.0
37754, 547, -489, 620, 5390, 3780, -11830, -82, 396, -592, 993.90, 24.52, 100.0
37758, 546, -479, 620, 5390, 3780, -11830, -82, 396, -592, 993.90, 24.52, 100.0
37762, 542, -473, 622, 5670, 1260, -12180, -82, 396, -592, 993.90, 24.52, 100.0
37774, 557, -478, 619, 5670, 1260, -12180, -79, 402, -594, 993.89, 24.52, 100.0
37778, 551, -472, 617, 5670, 1260, -12180, -79, 402, -594, 993.89, 24.52, 100.0
37782, 573, -493, 627, 3850, -1890, -10360, -79, 402, -594, 993.89, 24.52, 100.0
37794, 594, -518, 620, 3850, -1890, -10360, -82, 402, -600, 993.93, 24.52, 100.0
37798, 617, -540, 635, 3850, -1890, -10360, -82, 402, -600, 993.93, 24.52, 100.0
37802, 636, -556, 638, 2170, -3430, -6020, -82, 402, -600, 993.93, 24.52, 100.0
37814, 637, -568, 640, 2170, -3430, -6020, -79, 399, -591, 993.89, 24.52, 100.0
37818, 642, -565, 640, 2170, -3430, -6020, -79, 399, -591, 993.89, 24.52, 100.0
37822, 646, -567, 644, 3710, -980, -3080, -87, 393, -597, 993.89, 24.52, 100.0
37834, 648, -577, 650, 3710, -980, -3080, -87, 393, -597, 993.90, 24.52, 100.0
37838, 646, -575, 649, 6090, 2520, -2730, -87, 393, -597, 993.90, 24.52, 100.0
37842, 643, -573, 647, 6090, 2520, -2730, -85, 402, -592, 993.90, 24.52, 100.0
37854, 639, -561, 646, 6090, 2520, -2730, -85, 402, -592, 993.89, 24.52, 100.0
37858, 631, -558, 645, 7560, 4550, -4690, -85, 402, -592, 993.89, 24.52, 100.0
37862, 626, -554, 645, 7560, 4550, -4690, -82, 393, -601, 993.89, 24.52, 100.0
37874, 613, -536, 645, 7560, 4550, -4690, -82, 393, -601, 993.91, 24.52, 100.0
37878, 612, -531, 643, 9730, 5600, -7420, -82, 393, -601, 993.91, 24.52, 100.0
37882, 601, -520, 642, 9730, 5600, -7420, -87, 403, -595, 993.91, 24.52, 100.0
37894, 583, -500, 641, 9730, 5600, -7420, -87, 403, -595, 993.91, 24.52, 100.0
37898, 577, -494, 640, 11410, 6020, -8750, -87, 403, -595, 993.91, 24.52, 100.0
37902, 569, -491, 642, 11410, 6020, -8750, -90, 406, -595, 993.91, 24.52, 100.0
37914, 553, -489, 644, 10500, 5460, -8610, -90, 406, -595, 993.94, 24.52, 100.0
37918, 552, -488, 641, 10500, 5460, -8610, -90, 406, -595, 993.94, 24.52, 100.0
37922, 551, -494, 643, 10500, 5460, -8610, -97, 403, -606, 993.94, 24.52, 100.0
37934, 562, -499, 658, 7560, 3570, -8050, -97, 403, -606, 993.91, 24.52, 100.0
37938, 566, -503, 658, 7560, 3570, -8050, -97, 403, -606, 993.91, 24.50, 100.0
37942, 568, -508, 659, 7560, 3570, -8050, -88, 403, -600, 993.91, 24.50, 100.0
37954, 578, -523, 661, 4620, 910, -7490, -88, 403, -600, 993.89, 24.50, 100.0
37958, 590, -530, 662, 4620, 910, -7490, -94, 396, -606, 993.89, 24.50, 100.0
37962, 599, -532, 661, 4620, 910, -7490, -94, 396, -606, 993.89, 24.50, 100.0
37974, 585, -519, 657, 2800, -630, -6720, -94, 396, -606, 993.92, 24.50, 100.0
37978, 584, -523, 662, 2800, -630, -6720, -90, 402, -600, 993.92, 24.50, 100.0
37982, 585, -527, 661, 2800, -630, -6720, -90, 402, -600, 993.92, 24.50, 100.0
37994, 568, -510, 654, 2100, -420, -5670, -90, 402, -600, 993.90, 24.50, 100.0
37998, 562, -498, 652, 2100, -420, -5670, -90, 393, -604, 993.90, 24.50, 100.0
38002, 566, -498, 653, 2100, -420, -5670, -90, 393, -604, 993.90, 24.50, 100.0
38014, 577, -505, 655, 700, -840, -3710, -90, 393, -604, 993.92, 24.52, 100.0
38018, 574, -502, 655, 700, -840, -3710, -84, 400, -607, 993.92, 24.52, 100.0
38022, 581, -499, 657, 700, -840, -3710, -84, 400, -607, 993.92, 24.52, 100.0
38034, 563, -470, 653, -1120, -2030, -1960, -84, 400, -607, 993.86, 24.52, 100.0
38038, 566, -466, 654, -1120, -2030, -1960, -93, 405, -597, 993.86, 24.52, 100.0
38042, 558, -461, 657, -1120, -2030, -1960, -93, 405, -597, 993.86, 24.52, 100.0
38054, 563, -471, 650, -2030, -2450, -1540, -93, 405, -597, 993.88, 24.52, 100.0
38058, 567, -473, 650, -2030, -2450, -1540, -85, 393, -603, 993.88, 24.52, 100.0
38062, 569, -479, 653, -2030, -2450, -1540, -85, 393, -603, 993.88, 24.52, 100.0
38074, 576, -491, 649, -3710, -3360, -910, -85, 393, -603, 993.80, 24.52, 100.0
38078, 577, -497, 648, -3710, -3360, -910, -87, 408, -597, 993.80, 24.52, 100.0
38082, 580, -500, 647, -3710, -3360, -910, -87, 408, -597, 993.80, 24.52, 100.0
38094, 602, -512, 643, -4270, -4130, 630, -88, 400, -601, 993.79, 24.50, 100.0
38098, 607, -515, 644, -4270, -4130, 630, -88, 400, -601, 993.79, 24.50, 100.0
38102, 620, -522, 645, -4270, -4130, 630, -88, 400, -601, 993.79, 24.50, 100.0
38114, 644, -537, 644, -5180, -4900, 700, -84, 391, -592, 993.84, 24.50, 100.0
38118, 649, -540, 645, -5180, -4900, 700, -84, 391, -592, 993.84, 24.50, 100.0
38122, 652, -545, 644, -5180, -4900, 700, -84, 391, -592, 993.84, 24.50, 100.0
38134, 653, -543, 648, -7070, -4970, -2660, -90, 391, -600, 993.85, 24.50, 100.0
38138, 634, -526, 646, -7070, -4970, -2660, -90, 391, -600, 993.85, 24.50, 100.0
38142, 623, -527, 646, -7840, -3080, -7210, -90, 391, -600, 993.85, 24.50, 100.0
38154, 547, -491, 645, -7840, -3080, -7210, -94, 403, -586, 993.84, 24.50, 100.0
38158, 537, -476, 648, -7840, -3080, -7210, -94, 403, -586, 993.84, 24.50, 100.0
38162, 529, -468, 646, -8050, -1260, -10010, -94, 403, -586, 993.84, 24.50, 100.0
38174, 513, -459, 647, -8050, -1260, -10010, -87, 396, -595, 993.89, 24.54, 100.0
38178, 536, -473, 649, -8050, -1260, -10010, -87, 396, -595, 993.89, 24.54, 100.0
38182, 557, -490, 650, -10850, -4200, -6650, -87, 396, -595, 993.89, 24.54, 100.0
38194, 611, -536, 654, -10850, -4200, -6650, -84, 399, -600, 993.89, 24.54, 100.0
38198, 620, -542, 655, -10850, -4200, -6650, -84, 399, -600, 993.89, 24.54, 100.0
38202, 623, -549, 660, -15190, -7980, -2100, -84, 399, -600, 993.89, 24.54, 100.0
38214, 630, -549, 658, -15190, -7980, -2100, -81, 394, -580, 993.84, 24.54, 100.0
38218, 633, -552, 655, -14630, -5530, -1960, -81, 394, -580, 993.84, 24.54, 100.0
38222, 633, -554, 656, -14630, -5530, -1960, -81, 394, -580, 993.84, 24.54, 100.0
38234, 625, -559, 649, -14630, -5530, -1960, -79, 394, -586, 993.80, 24.54, 100.0
38238, 626, -560, 647, -11690, -980, -5460, -79, 394, -586, 993.80, 24.54, 100.0
38242, 627, -560, 644, -11690, -980, -5460, -79, 394, -586, 993.80, 24.54, 100.0
38254, 628, -552, 640, -11690, -980, -5460, -96, 393, -585, 993.83, 24.54, 100.0
38258, 629, -555, 639, -9310, 1330, -9800, -96, 393, -585, 993.83, 24.54, 100.0
38262, 631, -560, 638, -9310, 1330, -9800, -96, 393, -585, 993.83, 24.54, 100.0
38274, 648, -586, 635, -9310, 1330, -9800, -81, 391, -589, 993.78, 24.54, 100.0
38278, 653, -595, 633, -8890, 2100, -13860, -81, 391, -589, 993.78, 24.54, 100.0
38282, 666, -611, 635, -8890, 2100, -13860, -81, 391, -589, 993.78, 24.54, 100.0
38294, 699, -641, 634, -9660, 2660, -14700, -81, 385, -582, 993.77, 24.54, 100.0
38298, 704, -645, 633, -9660, 2660, -14700, -81, 385, -582, 993.77, 24.54, 100.0
38302, 704, -646, 635, -9660, 2660, -14700, -81, 385, -582, 993.77, 24.54, 100.0
38314, 670, -637, 646, -7070, 5670, -12880, -79, 382, -582, 993.76, 24.54, 100.0
38318, 677, -625, 637, -7070, 5670, -12880, -79, 382, -582, 993.76, 24.54, 100.0
38322, 672, -617, 643, -7070, 5670, -12880, -79, 382, -582, 993.76, 24.54, 100.0
