T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],MagX [mgauss],MagY [mgauss],MagZ [mgauss],P [mB],T [°C],H [%]
57538, 448, -253, 778, 27370, 1470, 18900, -198, 474, -756, 993.83, 24.97, 100.0
57542, 441, -299, 745, 27370, 1470, 18900, -198, 474, -756, 993.83, 24.97, 100.0
57554, 463, -408, 694, 22680, 2870, 15610, -205, 472, -763, 993.83, 24.97, 100.0
57558, 466, -420, 689, 22680, 2870, 15610, -205, 472, -763, 993.83, 24.97, 100.0
57562, 472, -426, 685, 22680, 2870, 15610, -205, 472, -763, 993.83, 24.97, 100.0
57574, 473, -380, 682, 16450, -210, 15960, -201, 471, -771, 993.83, 24.96, 100.0
57578, 476, -352, 682, 16450, -210, 15960, -201, 471, -771, 993.87, 24.96, 100.0
57582, 477, -326, 683, 19320, -2870, 18270, -201, 471, -771, 993.87, 24.96, 100.0
57594, 489, -291, 693, 19320, -2870, 18270, -196, 478, -769, 993.87, 24.96, 100.0
57598, 493, -287, 696, 19320, -2870, 18270, -196, 478, -769, 993.85, 24.96, 100.0
57602, 504, -289, 703, 21350, -6230, 21420, -196, 478, -769, 993.85, 24.96, 100.0
57614, 521, -291, 728, 21350, -6230, 21420, -205, 484, -772, 993.85, 24.96, 100.0
57618, 524, -295, 736, 21350, -6230, 21420, -205, 484, -772, 993.87, 24.96, 100.0
57622, 526, -297, 743, 16870, -10220, 24500, -205, 484, -772, 993.87, 24.96, 100.0
57634, 552, -332, 769, 16870, -10220, 24500, -205, 475, -760, 993.87, 24.96, 100.0
57638, 565, -347, 774, 16870, -10220, 24500, -205, 475, -760, 993.86, 24.96, 100.0
57642, 581, -364, 777, 11830, -13930, 27650, -201, 475, -771, 993.86, 24.96, 100.0
57654, 624, -400, 800, 11830, -13930, 27650, -201, 475, -771, 993.86, 24.94, 100.0
57658, 636, -410, 801, 8610, -17570, 29960, -201, 475, -771, 993.84, 24.94, 100.0
57662, 645, -415, 802, 8610, -17570, 29960, -204, 487, -766, 993.84, 24.94, 100.0
57674, 679, -440, 799, 8610, -17570, 29960, -204, 487, -766, 993.84, 24.94, 100.0
57678, 692, -453, 799, 8400, -19600, 28910, -204, 487, -766, 993.91, 24.94, 100.0
57682, 702, -466, 789, 8400, -19600, 28910, -198, 489, -771, 993.91, 24.94, 100.0
57694, 727, -499, 769, 8400, -19600, 28910, -198, 489, -771, 993.91, 24.94, 100.0
57698, 735, -503, 766, 10920, -19880, 25480, -198, 489, -771, 993.95, 24.94, 100.0
57702, 735, -503, 762, 10920, -19880, 25480, -204, 487, -766, 993.95, 24.94, 100.0
57714, 728, -477, 747, 10920, -19880, 25480, -204, 487, -766, 993.95, 24.94, 100.0
57718, 720, -465, 743, 16100, -17780, 19460, -204, 487, -766, 993.94, 24.94, 100.0
57722, 715, -455, 737, 16100, -17780, 19460, -210, 484, -768, 993.94, 24.96, 100.0
57734, 697, -444, 723, 20720, -14630, 13510, -210, 484, -768, 993.94, 24.96, 100.0
57738, 696, -443, 721, 20720, -14630, 13510, -210, 484, -768, 993.91, 24.96, 100.0
57742, 688, -437, 716, 20720, -14630, 13510, -201, 487, -765, 993.91, 24.96, 100.0
57754, 668, -422, 710, 21210, -12460, 10290, -201, 487, -765, 993.91, 24.96, 100.0
57758, 661, -418, 709, 21210, -12460, 10290, -201, 487, -765, 993.90, 24.96, 100.0
57762, 655, -416, 707, 21210, -12460, 10290, -205, 477, -772, 993.90, 24.96, 100.0
57774, 635, -409, 704, 19250, -11130, 8750, -205, 477, -772, 993.90, 24.96, 100.0
57778, 632, -407, 705, 19250, -11130, 8750, -219, 475, -774, 993.88, 24.96, 100.0
57782, 628, -401, 707, 19250, -11130, 8750, -219, 475, -774, 993.88, 24.96, 100.0
57794, 606, -391, 709, 16030, -10710, 8750, -219, 475, -774, 993.88, 24.96, 100.0
57798, 599, -392, 706, 16030, -10710, 8750, -217, 483, -769, 993.91, 24.96, 100.0
57802, 595, -392, 704, 16030, -10710, 8750, -217, 483, -769, 993.91, 24.99, 100.0
57814, 587, -392, 692, 13440, -10990, 11200, -217, 483, -769, 993.91, 24.99, 100.0
57818, 589, -391, 688, 13440, -10990, 11200, -211, 481, -775, 993.90, 24.99, 100.0
57822, 585, -386, 687, 13440, -10990, 11200, -211, 481, -775, 993.90, 24.99, 100.0
57834, 585, -368, 676, 12180, -12040, 15120, -211, 481, -775, 993.90, 24.99, 100.0
57838, 589, -365, 669, 12180, -12040, 15120, -207, 480, -769, 993.86, 24.99, 100.0
57842, 591, -360, 665, 12180, -12040, 15120, -207, 480, -769, 993.86, 24.99, 100.0
57854, 603, -356, 655, 12250, -12530, 18270, -207, 480, -769, 993.86, 24.99, 100.0
57858, 608, -359, 653, 12250, -12530, 18270, -211, 489, -772, 993.88, 24.99, 100.0
57862, 613, -364, 651, 12250, -12530, 18270, -211, 489, -772, 993.88, 24.99, 100.0
57874, 623, -384, 649, 11620, -12670, 21210, -211, 489, -772, 993.88, 24.99, 100.0
57878, 629, -389, 648, 11620, -12670, 21210, -216, 481, -769, 993.84, 25.01, 100.0
57882, 634, -396, 653, 11620, -12670, 21210, -216, 481, -769, 993.84, 25.01, 100.0
57894, 640, -397, 657, 12040, -12530, 23800, -216, 481, -769, 993.84, 25.01, 100.0
57898, 644, -396, 660, 12040, -12530, 23800, -213, 478, -775, 993.87, 25.01, 100.0
57902, 648, -395, 661, 12040, -12530, 23800, -213, 478, -775, 993.87, 25.01, 100.0
57914, 654, -393, 651, 15960, -12810, 25130, -214, 483, -778, 993.87, 25.01, 100.0
57918, 654, -395, 648, 15960, -12810, 25130, -214, 483, -778, 993.91, 25.01, 100.0
57922, 659, -393, 644, 15960, -12810, 25130, -214, 483, -778, 993.91, 25.01, 100.0
57934, 679, -396, 635, 21140, -14000, 24920, -217, 487, -778, 993.91, 25.01, 100.0
57938, 681, -391, 632, 21140, -14000, 24920, -217, 487, -778, 993.92, 25.01, 100.0
57942, 680, -389, 630, 21140, -14000, 24920, -217, 487, -778, 993.92, 25.01, 100.0
57954, 685, -376, 635, 25970, -15820, 23450, -225, 484, -778, 993.92, 25.01, 100.0
57958, 682, -365, 633, 25970, -15820, 23450, -225, 484, -778, 993.96, 24.99, 100.0
57962, 680, -356, 634, 30310, -16660, 21980, -225, 484, -778, 993.96, 24.99, 100.0
57974, 688, -324, 655, 30310, -16660, 21980, -223, 481, -780, 993.96, 24.99, 100.0
57978, 684, -305, 669, 30310, -16660, 21980, -223, 481, -780, 993.93, 24.99, 100.0
57982, 683, -296, 678, 33040, -16870, 22610, -223, 481, -780, 993.93, 24.99, 100.0
57994, 667, -250, 704, 33040, -16870, 22610, -217, 487, -780, 993.93, 24.99, 100.0
57998, 661, -243, 702, 33040, -16870, 22610, -217, 487, -780, 993.90, 24.99, 100.0
58002, 659, -250, 694, 32130, -16450, 25830, -217, 487, -780, 993.90, 24.99, 100.0
58014, 664, -319, 658, 32130, -16450, 25830, -234, 481, -784, 993.90, 24.99, 100.0
58018, 665, -336, 649, 32130, -16450, 25830, -234, 481, -784, 993.87, 24.99, 100.0
58022, 666, -367, 640, 26740, -16310, 30590, -234, 481, -784, 993.87, 24.99, 100.0
58034, 658, -417, 633, 26740, -16310, 30590, -232, 480, -792, 993.87, 24.97, 100.0
58038, 652, -427, 637, 22120, -14350, 33880, -232, 480, -792, 993.85, 24.97, 100.0
58042, 640, -427, 643, 22120, -14350, 33880, -232, 480, -792, 993.85, 24.97, 100.0
58054, 605, -422, 661, 22120, -14350, 33880, -234, 492, -786, 993.85, 24.97, 100.0
58058, 599, -423, 666, 22960, -9730, 33670, -234, 492, -786, 993.88, 24.97, 100.0
58062, 595, -426, 674, 22960, -9730, 33670, -234, 492, -786, 993.88, 24.97, 100.0
58074, 588, -432, 696, 22960, -9730, 33670, -235, 486, -787, 993.88, 24.97, 100.0
58078, 586, -434, 703, 24010, -7350, 31990, -235, 486, -787, 993.86, 24.97, 100.0
58082, 586, -437, 706, 24010, -7350, 31990, -235, 486, -787, 993.86, 24.97, 100.0
58094, 594, -455, 720, 23730, -8120, 29820, -235, 498, -787, 993.86, 24.97, 100.0
58098, 600, -463, 727, 23730, -8120, 29820, -235, 498, -787, 993.92, 24.97, 100.0
58102, 606, -468, 734, 23730, -8120, 29820, -235, 498, -787, 993.92, 24.97, 100.0
58114, 616, -464, 745, 23380, -9100, 25760, -247, 490, -784, 993.92, 25.01, 100.0
58118, 619, -463, 751, 23380, -9100, 25760, -247, 490, -784, 993.92, 25.01, 100.0
58122, 620, -463, 753, 23380, -9100, 25760, -247, 490, -784, 993.92, 25.01, 100.0
58134, 626, -443, 756, 24290, -8820, 19880, -240, 492, -790, 993.92, 25.01, 100.0
58138, 623, -434, 755, 24290, -8820, 19880, -240, 492, -790, 993.92, 25.01, 100.0
58142, 623, -432, 751, 24290, -8820, 19880, -240, 492, -790, 993.92, 25.01, 100.0
58154, 598, -419, 756, 25620, -6720, 14070, -243, 489, -793, 993.92, 25.01, 100.0
58158, 591, -413, 763, 25620, -6720, 14070, -243, 489, -793, 993.96, 25.01, 100.0
58162, 571, -394, 766, 25620, -6720, 14070, -243, 489, -793, 993.96, 25.01, 100.0
58174, 536, -349, 772, 26530, -2450, 9730, -246, 483, -793, 993.96, 25.01, 100.0
58178, 525, -330, 771, 26530, -2450, 9730, -246, 483, -793, 993.89, 25.01, 100.0
58182, 508, -316, 766, 26530, -2450, 9730, -246, 483, -793, 993.89, 25.01, 100.0
58194, 492, -306, 767, 26180, 280, 9660, -258, 498, -796, 993.89, 24.99, 100.0
58198, 490, -307, 767, 26180, 280, 9660, -258, 498, -796, 993.88, 24.99, 100.0
58202, 483, -301, 765, 26180, 280, 9660, -258, 498, -796, 993.88, 24.99, 100.0
58214, 479, -311, 745, 21630, 630, 14000, -256, 496, -799, 993.88, 24.99, 100.0
58218, 472, -320, 745, 21630, 630, 14000, -256, 496, -799, 993.82, 24.99, 100.0
58222, 466, -324, 746, 21630, 630, 14000, -256, 496, -799, 993.82, 24.99, 100.0
58234, 402, -310, 767, 15890, 910, 23520, -253, 493, -802, 993.82, 24.99, 100.0
58238, 392, -306, 771, 15890, 910, 23520, -253, 493, -802, 993.85, 24.99, 100.0
58242, 369, -310, 787, 15890, 910, 23520, -253, 493, -802, 993.85, 24.99, 100.0
58254, 351, -364, 827, 10640, 1820, 41580, -249, 504, -798, 993.85, 24.99, 100.0
58258, 365, -425, 846, 10640, 1820, 41580, -249, 504, -798, 993.92, 24.99, 100.0
58262, 373, -446, 847, 10640, 1820, 41580, -249, 504, -798, 993.92, 24.99, 100.0
58274, 354, -452, 846, 5180, 490, 63210, -252, 513, -804, 993.92, 24.99, 100.0
58278, 345, -438, 852, 5180, 490, 63210, -252, 513, -804, 993.89, 24.99, 100.0
58282, 335, -432, 865, 5180, 490, 63210, -252, 513, -804, 993.89, 24.99, 100.0
58294, 287, -434, 892, 7840, 980, 74760, -244, 517, -801, 993.89, 24.99, 100.0
58298, 282, -443, 896, 7840, 980, 74760, -244, 517, -801, 993.90, 24.99, 100.0
58302, 284, -450, 897, 7840, 980, 74760, -244, 517, -801, 993.90, 24.99, 100.0
58314, 312, -502, 887, 10570, 1050, 78050, -238, 517, -801, 993.90, 24.99, 100.0
58318, 330, -530, 889, 10570, 1050, 78050, -238, 517, -801, 993.93, 24.99, 100.0
58322, 348, -551, 888, 9940, -5600, 76790, -238, 525, -801, 993.93, 24.99, 100.0
58334, 356, -561, 889, 9940, -5600, 76790, -238, 525, -801, 993.93, 24.99, 100.0
58338, 348, -556, 887, 9940, -5600, 76790, -238, 525, -801, 993.92, 24.99, 100.0
58342, 333, -542, 881, 14980, -10500, 70910, -237, 522, -798, 993.92, 24.99, 100.0
58354, 322, -495, 871, 14980, -10500, 70910, -237, 522, -798, 993.92, 25.01, 100.0
58358, 326, -470, 868, 14980, -10500, 70910, -237, 522, -798, 993.95, 25.01, 100.0
58362, 333, -450, 865, 23940, -13160, 62020, -246, 537, -807, 993.95, 25.01, 100.0
58374, 350, -431, 849, 23940, -13160, 62020, -246, 537, -807, 993.95, 25.01, 100.0
58378, 352, -429, 847, 23940, -13160, 62020, -246, 537, -807, 993.95, 25.01, 100.0
58382, 351, -426, 835, 27790, -17920, 52710, -246, 541, -801, 993.95, 25.01, 100.0
58394, 341, -411, 831, 27790, -17920, 52710, -246, 541, -801, 993.95, 25.01, 100.0
58398, 358, -419, 828, 25830, -21630, 47530, -246, 541, -801, 994.00, 25.01, 100.0
58402, 370, -426, 825, 25830, -21630, 47530, -249, 537, -804, 994.00, 25.01, 100.0
58414, 392, -488, 820, 25830, -21630, 47530, -249, 537, -804, 994.00, 25.01, 100.0
58418, 400, -506, 817, 21000, -24990, 45430, -249, 537, -804, 993.94, 25.01, 100.0
58422, 411, -517, 813, 21000, -24990, 45430, -240, 534, -808, 993.94, 25.01, 100.0
58434, 423, -532, 794, 21000, -24990, 45430, -240, 534, -808, 993.94, 25.01, 100.0
58438, 422, -540, 784, 19880, -24780, 42840, -240, 534, -808, 993.93, 25.01, 100.0
58442, 420, -544, 785, 19880, -24780, 42840, -249, 541, -813, 993.93, 25.01, 100.0
58454, 422, -555, 792, 19880, -24780, 42840, -249, 541, -813, 993.93, 25.01, 100.0
58458, 416, -560, 759, 24080, -20300, 39900, -247, 537, -807, 993.92, 25.01, 100.0
58462, 397, -539, 769, 24080, -20300, 39900, -247, 537, -807, 993.92, 25.01, 100.0
58474, 355, -453, 738, 31780, -14700, 37730, -247, 537, -807, 993.92, 25.01, 100.0
58478, 353, -436, 744, 31780, -14700, 37730, -255, 537, -801, 993.99, 25.01, 100.0
58482, 343, -414, 750, 31780, -14700, 37730, -255, 537, -801, 993.99, 25.01, 100.0
58494, 353, -415, 743, 36050, -12250, 36120, -255, 537, -801, 993.99, 25.01, 100.0
58498, 366, -427, 747, 36050, -12250, 36120, -259, 540, -810, 993.92, 25.01, 100.0
58502, 372, -431, 756, 36050, -12250, 36120, -259, 540, -810, 993.92, 25.01, 100.0
58514, 370, -458, 769, 32620, -12740, 36190, -259, 540, -810, 993.92, 25.01, 100.0
58518, 368, -460, 774, 32620, -12740, 36190, -264, 541, -813, 993.87, 25.01, 100.0
58522, 371, -461, 778, 32620, -12740, 36190, -264, 541, -813, 993.87, 25.01, 100.0
58534, 377, -434, 770, 32340, -11690, 38570, -264, 541, -813, 993.87, 25.01, 100.0
58538, 381, -418, 766, 32340, -11690, 38570, -270, 543, -823, 993.90, 25.01, 100.0
58542, 383, -410, 766, 32340, -11690, 38570, -270, 543, -823, 993.90, 25.01, 100.0
58554, 402, -389, 779, 33740, -10780, 42000, -270, 543, -823, 993.90, 25.01, 100.0
58558, 399, -390, 781, 33740, -10780, 42000, -274, 544, -814, 993.90, 25.01, 100.0
58562, 390, -405, 790, 33740, -10780, 42000, -274, 544, -814, 993.90, 25.01, 100.0
58574, 364, -470, 801, 28840, -9170, 39410, -274, 544, -814, 993.90, 25.01, 100.0
58578, 367, -487, 809, 28840, -9170, 39410, -273, 547, -817, 993.85, 25.01, 100.0
58582, 372, -494, 807, 28840, -9170, 39410, -273, 547, -817, 993.85, 25.01, 100.0
58594, 412, -522, 805, 22260, -9940, 30520, -283, 547, -822, 993.85, 25.01, 100.0
58598, 428, -532, 805, 22260, -9940, 30520, -283, 547, -822, 993.86, 25.01, 100.0
58602, 443, -537, 805, 22260, -9940, 30520, -283, 547, -822, 993.86, 25.01, 100.0
58614, 465, -533, 805, 20370, -14770, 23590, -273, 541, -814, 993.86, 25.01, 100.0
58618, 479, -532, 805, 20370, -14770, 23590, -273, 541, -814, 993.83, 25.01, 100.0
58622, 483, -529, 806, 20370, -14770, 23590, -273, 541, -814, 993.83, 25.01, 100.0
58634, 491, -519, 793, 20580, -16520, 18410, -289, 540, -817, 993.83, 25.01, 100.0
58638, 492, -528, 792, 20580, -16520, 18410, -289, 540, -817, 993.84, 25.01, 100.0
58642, 492, -538, 792, 20580, -16520, 18410, -289, 540, -817, 993.84, 25.01, 100.0
58654, 478, -531, 805, 19390, -14840, 11760, -286, 543, -825, 993.84, 25.01, 100.0
58658, 477, -529, 808, 19390, -14840, 11760, -286, 543, -825, 993.86, 25.01, 100.0
58662, 479, -525, 815, 19390, -14840, 11760, -286, 543, -825, 993.86, 25.01, 100.0
58674, 476, -512, 827, 17500, -11480, 6580, -283, 538, -816, 993.86, 25.01, 100.0
58678, 477, -515, 835, 17500, -11480, 6580, -283, 538, -816, 993.84, 25.01, 100.0
58682, 479, -517, 842, 16450, -8680, 3920, -283, 538, -816, 993.84, 25.01, 100.0
58694, 459, -506, 860, 16450, -8680, 3920, -291, 541, -822, 993.84, 25.01, 100.0
58698, 452, -500, 859, 16450, -8680, 3920, -291, 541, -822, 993.83, 25.01, 100.0
58702, 438, -489, 857, 14840, -6230, 3360, -291, 541, -822, 993.83, 25.01, 100.0
58714, 444, -499, 854, 14840, -6230, 3360, -288, 543, -823, 993.83, 25.01, 100.0
58718, 465, -518, 853, 14840, -6230, 3360, -288, 543, -823, 993.86, 25.01, 100.0
58722, 473, -529, 855, 12460, -5670, 3150, -288, 543, -823, 993.86, 25.01, 100.0
58734, 482, -564, 852, 12460, -5670, 3150, -289, 538, -828, 993.86, 25.01, 100.0
58738, 478, -567, 855, 12460, -5670, 3150, -289, 538, -828, 993.87, 25.03, 100.0
58742, 467, -560, 857, 10500, -5250, 280, -289, 538, -828, 993.87, 25.03, 100.0
58754, 435, -529, 865, 10500, -5250, 280, -298, 538, -822, 993.87, 25.03, 100.0
58758, 450, -523, 890, 14980, -2310, -4060, -298, 538, -822, 993.84, 25.03, 100.0
58762, 461, -525, 902, 14980, -2310, -4060, -298, 538, -822, 993.84, 25.03, 100.0
58774, 408, -480, 822, 14980, -2310, -4060, -291, 534, -831, 993.84, 25.03, 100.0
58778, 374, -442, 809, 20090, -2520, -7070, -291, 534, -831, 993.83, 25.03, 100.0
58782, 347, -403, 808, 20090, -2520, -7070, -291, 534, -831, 993.83, 25.03, 100.0
58794, 403, -412, 822, 20090, -2520, -7070, -303, 535, -825, 993.83, 25.03, 100.0
58798, 415, -413, 821, 21280, -4760, -9030, -303, 535, -825, 993.82, 25.03, 100.0
58802, 429, -413, 803, 21280, -4760, -9030, -303, 535, -825, 993.82, 25.03, 100.0
58814, 460, -429, 816, 21280, -4760, -9030, -304, 532, -825, 993.82, 25.01, 100.0
58818, 454, -418, 823, 15330, -10290, -9520, -304, 532, -825, 993.83, 25.01, 100.0
58822, 446, -406, 825, 15330, -10290, -9520, -304, 532, -825, 993.83, 25.01, 100.0
58834, 467, -443, 831, 10990, -11830, -11200, -297, 538, -834, 993.83, 25.01, 100.0
58838, 477, -456, 830, 10990, -11830, -11200, -297, 538, -834, 993.83, 25.01, 100.0
58842, 495, -475, 831, 10990, -11830, -11200, -297, 538, -834, 993.83, 25.01, 100.0
58854, 523, -501, 816, 7700, -14420, -10430, -307, 540, -828, 993.83, 25.01, 100.0
58858, 534, -504, 794, 7700, -14420, -10430, -307, 540, -828, 993.78, 25.01, 100.0
58862, 533, -490, 808, 7700, -14420, -10430, -307, 540, -828, 993.78, 25.01, 100.0
58874, 547, -424, 812, 10500, -14420, -8470, -310, 523, -826, 993.78, 25.01, 100.0
58878, 568, -410, 830, 10500, -14420, -8470, -310, 523, -826, 993.79, 25.01, 100.0
58882, 581, -399, 834, 10500, -14420, -8470, -310, 523, -826, 993.79, 25.01, 100.0
58894, 582, -398, 814, 13090, -11060, -6300, -318, 534, -831, 993.79, 25.03, 100.0
58898, 572, -395, 805, 13090, -11060, -6300, -318, 534, -831, 993.85, 25.03, 100.0
58902, 567, -391, 799, 13090, -11060, -6300, -318, 534, -831, 993.85, 25.03, 100.0
58914, 554, -364, 788, 11620, -6510, -4270, -310, 516, -829, 993.85, 25.03, 100.0
58918, 551, -359, 784, 11620, -6510, -4270, -310, 516, -829, 993.84, 25.03, 100.0
58922, 547, -360, 785, 11620, -6510, -4270, -310, 516, -829, 993.84, 25.03, 100.0
58934, 531, -360, 793, 8820, -3500, -3570, -313, 528, -834, 993.84, 25.03, 100.0
58938, 530, -356, 796, 8820, -3500, -3570, -313, 528, -834, 993.78, 25.03, 100.0
58942, 520, -356, 780, 8820, -3500, -3570, -313, 528, -834, 993.78, 25.03, 100.0
58954, 497, -326, 777, 5810, -2730, -1190, -313, 520, -834, 993.78, 25.03, 100.0
58958, 482, -299, 793, 5810, -2730, -1190, -313, 520, -834, 993.83, 25.03, 100.0
58962, 479, -296, 775, 5810, -2730, -1190, -313, 520, -834, 993.83, 25.03, 100.0
58974, 506, -299, 792, 3990, -3640, 2940, -316, 520, -832, 993.83, 25.03, 100.0
58978, 507, -304, 773, 3990, -3640, 2940, -316, 520, -832, 993.88, 25.03, 100.0
58982, 507, -302, 780, 3990, -3640, 2940, -316, 520, -832, 993.88, 25.03, 100.0
58994, 487, -302, 774, 70, -6020, 6090, -303, 520, -828, 993.88, 25.03, 100.0
58998, 485, -305, 757, 70, -6020, 6090, -303, 520, -828, 993.84, 25.03, 100.0
59002, 486, -302, 769, 70, -6020, 6090, -312, 525, -831, 993.84, 25.03, 100.0
59014, 481, -310, 681, -3080, -7630, 7910, -312, 525, -831, 993.84, 25.03, 100.0
59018, 480, -302, 748, -3080, -7630, 7910, -312, 525, -831, 993.88, 25.03, 100.0
59022, 550, -337, 814, -3080, -7630, 7910, -313, 520, -832, 993.88, 25.03, 100.0
59034, 592, -303, 800, -5530, -10710, 11130, -313, 520, -832, 993.88, 25.03, 100.0
59038, 652, -342, 810, -5530, -10710, 11130, -313, 520, -832, 993.89, 25.03, 100.0
59042, 672, -361, 803, -5530, -10710, 11130, -306, 519, -822, 993.89, 25.03, 100.0
59054, 693, -481, 794, -7140, -12390, 15400, -306, 519, -822, 993.89, 25.01, 100.0
59058, 666, -490, 789, -7140, -12390, 15400, -306, 519, -822, 993.83, 25.01, 100.0
59062, 631, -467, 789, -5880, -7350, 17360, -298, 534, -819, 993.83, 25.01, 100.0
59074, 560, -373, 776, -5880, -7350, 17360, -298, 534, -819, 993.83, 25.01, 100.0
59078, 568, -368, 779, -5880, -7350, 17360, -298, 534, -819, 993.86, 25.01, 100.0
59082, 580, -373, 778, 5390, 910, 16310, -307, 523, -820, 993.86, 25.01, 100.0
59094, 612, -385, 779, 5390, 910, 16310, -307, 523, -820, 993.86, 25.01, 100.0
59098, 602, -380, 780, 5390, 910, 16310, -307, 523, -820, 993.81, 25.01, 100.0
59102, 591, -381, 775, 8890, 490, 15820, -298, 531, -823, 993.81, 25.01, 100.0
59114, 573, -371, 775, 8890, 490, 15820, -298, 531, -823, 993.81, 25.01, 100.0
59118, 569, -371, 779, 8890, 490, 15820, -298, 531, -823, 993.85, 25.01, 100.0
59122, 564, -370, 778, 9870, 1470, 11270, -307, 534, -828, 993.85, 25.01, 100.0
59134, 553, -360, 790, 9870, 1470, 11270, -307, 534, -828, 993.85, 25.03, 100.0
59138, 551, -348, 790, 9030, 1540, 5810, -310, 531, -826, 993.84, 25.03, 100.0
59142, 548, -337, 789, 9030, 1540, 5810, -310, 531, -826, 993.84, 25.03, 100.0
59154, 532, -325, 790, 9030, 1540, 5810, -310, 531, -826, 993.84, 25.03, 100.0
59158, 527, -329, 789, 6930, 420, 1820, -309, 528, -829, 993.86, 25.03, 100.0
59162, 520, -339, 793, 6930, 420, 1820, -309, 528, -829, 993.86, 25.03, 100.0
59174, 520, -373, 793, 6930, 420, 1820, -309, 528, -829, 993.86, 25.03, 100.0
59178, 526, -393, 792, 1680, -1470, 700, -300, 522, -826, 993.86, 25.03, 100.0
59182, 530, -406, 792, 1680, -1470, 700, -300, 522, -826, 993.86, 25.03, 100.0
59194, 536, -466, 805, 1680, -4690, -280, -300, 522, -826, 993.86, 25.03, 100.0
59198, 533, -478, 820, -3430, -4690, -280, -309, 537, -825, 993.87, 25.03, 100.0
59202, 529, -484, 834, -3430, -4690, -280, -309, 537, -825, 993.87, 25.03, 100.0
59214, 521, -500, 856, -4130, -7910, -4410, -309, 537, -825, 993.87, 25.03, 100.0
59218, 533, -524, 863, -4130, -7910, -4410, -307, 531, -823, 993.87, 25.03, 100.0
59222, 540, -537, 869, -4130, -7910, -4410, -307, 531, -823, 993.87, 25.03, 100.0
59234, 562, -541, 860, 350, -12810, -11410, -307, 531, -823, 993.87, 25.03, 100.0
59238, 570, -520, 856, 350, -12810, -11410, -301, 517, -820, 993.90, 25.03, 100.0
59242, 576, -495, 846, 350, -12810, -11410, -301, 517, -820, 993.90, 25.03, 100.0
59254, 583, -411, 820, 11200, -15260, -18270, -301, 517, -820, 993.90, 25.03, 100.0
59258, 582, -396, 812, 11200, -15260, -18270, -301, 522, -829, 993.92, 25.03, 100.0
59262, 577, -365, 794, 11200, -15260, -18270, -301, 522, -829, 993.92, 25.03, 100.0
59274, 573, -314, 764, 19600, -12320, -25060, -312, 513, -834, 993.92, 25.03, 100.0
59278, 577, -299, 760, 19600, -12320, -25060, -312, 513, -834, 993.94, 25.03, 100.0
59282, 578, -293, 748, 19600, -12320, -25060, -312, 513, -834, 993.94, 25.01, 100.0
59294, 580, -276, 733, 18410, -7840, -30030, -312, 513, -820, 993.94, 25.01, 100.0
59298, 580, -269, 745, 18410, -7840, -30030, -312, 513, -820, 993.89, 25.01, 100.0
59302, 570, -267, 738, 18410, -7840, -30030, -312, 513, -820, 993.89, 25.01, 100.0
59314, 552, -234, 765, 14560, -2450, -27790, -318, 508, -832, 993.89, 25.01, 100.0
59318, 547, -219, 760, 14560, -2450, -27790, -318, 508, -832, 993.86, 25.01, 100.0
59322, 547, -197, 784, 14560, -2450, -27790, -318, 508, -832, 993.86, 25.01, 100.0
59334, 562, -232, 722, 11970, 2520, -16590, -327, 507, -829, 993.86, 25.01, 100.0
59338, 569, -232, 742, 11970, 2520, -16590, -327, 507, -829, 993.85, 25.01, 100.0
59342, 574, -263, 732, 11970, 2520, -16590, -327, 507, -829, 993.85, 25.01, 100.0
59354, 566, -326, 717, 7070, 4830, -3500, -319, 511, -823, 993.85, 25.01, 100.0
59358, 559, -350, 717, 7070, 4830, -3500, -319, 511, -823, 993.87, 25.01, 100.0
59362, 553, -355, 724, 7070, 4830, -3500, -319, 511, -823, 993.87, 25.01, 100.0
59374, 528, -368, 744, 1820, 7700, 3010, -318, 519, -835, 993.87, 25.01, 100.0
59378, 525, -371, 758, 1820, 7700, 3010, -318, 519, -835, 993.90, 25.01, 100.0
59382, 519, -372, 765, 1820, 7700, 3010, -318, 519, -835, 993.90, 25.01, 100.0
59394, 492, -369, 774, 2660, 10710, 5880, -322, 523, -828, 993.90, 25.01, 100.0
59398, 478, -371, 780, 2660, 10710, 5880, -322, 523, -828, 993.85, 25.01, 100.0
59402, 473, -379, 778, 2660, 10710, 5880, -322, 523, -828, 993.85, 25.01, 100.0
59414, 455, -409, 770, 5040, 12320, 7420, -316, 531, -835, 993.85, 25.01, 100.0
59418, 454, -419, 771, 5040, 12320, 7420, -316, 531, -835, 993.85, 25.01, 100.0
59422, 449, -428, 767, 5180, 12670, 5670, -316, 531, -835, 993.85, 25.01, 100.0
59434, 432, -444, 763, 5180, 12670, 5670, -318, 534, -832, 993.85, 25.01, 100.0
59438, 429, -445, 767, 5180, 12670, 5670, -318, 534, -832, 993.92, 24.99, 100.0
59442, 420, -445, 769, 5740, 12460, 1190, -318, 534, -832, 993.92, 24.99, 100.0
59454, 403, -428, 790, 5740, 12460, 1190, -325, 526, -828, 993.92, 24.99, 100.0
59458, 395, -420, 797, 5740, 12460, 1190, -325, 526, -828, 993.86, 24.99, 100.0
59462, 388, -413, 804, 7840, 12040, -3010, -325, 526, -828, 993.86, 24.99, 100.0
